g_ac_id,g_ac,g_block,g_gp,g_district,g_pc,Sl..No..of.PCs,Notified.Area.Council..NAC.,Municipality..M.,Municipal.Corporation..MC.,Outgrowth..OG.,g_match_id
91,91 choudwar?cuttack,choudwar (o.g),"industrial area (og) e.block no. 74,76 and 83-95 - ward no.25",cuttack,cuttack,14,NA,NA,NA,choudwar (o.g),1287
91,91 choudwar?cuttack,choudwar (o.g),"industrial area (og) e.block no. 74,76 and 83-95 - ward no.26",cuttack,cuttack,14,NA,NA,NA,choudwar (o.g),1288
91,91 choudwar?cuttack,choudwar (o.g),"industrial area (og) e.block no. 74,76 and 83-95 - ward no.27",cuttack,cuttack,14,NA,NA,NA,choudwar (o.g),1289
91,91 choudwar?cuttack,choudwar (o.g),"industrial area (og) e.block no. 74,76 and 83-95 - ward no.28",cuttack,cuttack,14,NA,NA,NA,choudwar (o.g),1290
91,91 choudwar?cuttack,choudwar (o.g),industrial area (og) e.block no. 75 and 77-82 - ward no.19,cuttack,cuttack,14,NA,NA,NA,choudwar (o.g),1291
91,91 choudwar?cuttack,choudwar (o.g),industrial area (og) e.block no. 75 and 77-82 - ward no.21,cuttack,cuttack,14,NA,NA,NA,choudwar (o.g),1292
91,91 choudwar?cuttack,choudwar (o.g),industrial area (og) e.block no. 75 and 77-82 - ward no.22,cuttack,cuttack,14,NA,NA,NA,choudwar (o.g),1293
91,91 choudwar?cuttack,choudwar (o.g),industrial area (og) e.block no. 75 and 77-82 - ward no.23,cuttack,cuttack,14,NA,NA,NA,choudwar (o.g),1294
91,91 choudwar?cuttack,choudwar (o.g),industrial area (og) e.block no. 75 and 77-82 - ward no.24,cuttack,cuttack,14,NA,NA,NA,choudwar (o.g),1295
91,91 choudwar?cuttack,choudwar (m),choudwar (m) - ward no.1,cuttack,cuttack,14,NA,choudwar (m),NA,NA,1296
91,91 choudwar?cuttack,choudwar (m),choudwar (m) - ward no.10,cuttack,cuttack,14,NA,choudwar (m),NA,NA,1297
91,91 choudwar?cuttack,choudwar (m),choudwar (m) - ward no.11,cuttack,cuttack,14,NA,choudwar (m),NA,NA,1298
91,91 choudwar?cuttack,choudwar (m),choudwar (m) - ward no.12,cuttack,cuttack,14,NA,choudwar (m),NA,NA,1299
91,91 choudwar?cuttack,choudwar (m),choudwar (m) - ward no.13,cuttack,cuttack,14,NA,choudwar (m),NA,NA,1300
91,91 choudwar?cuttack,choudwar (m),choudwar (m) - ward no.14,cuttack,cuttack,14,NA,choudwar (m),NA,NA,1301
91,91 choudwar?cuttack,choudwar (m),choudwar (m) - ward no.15,cuttack,cuttack,14,NA,choudwar (m),NA,NA,1302
91,91 choudwar?cuttack,choudwar (m),choudwar (m) - ward no.16,cuttack,cuttack,14,NA,choudwar (m),NA,NA,1303
91,91 choudwar?cuttack,choudwar (m),choudwar (m) - ward no.17,cuttack,cuttack,14,NA,choudwar (m),NA,NA,1304
91,91 choudwar?cuttack,choudwar (m),choudwar (m) - ward no.18,cuttack,cuttack,14,NA,choudwar (m),NA,NA,1305
91,91 choudwar?cuttack,choudwar (m),choudwar (m) - ward no.19,cuttack,cuttack,14,NA,choudwar (m),NA,NA,1306
91,91 choudwar?cuttack,choudwar (m),choudwar (m) - ward no.2,cuttack,cuttack,14,NA,choudwar (m),NA,NA,1307
91,91 choudwar?cuttack,choudwar (m),choudwar (m) - ward no.3,cuttack,cuttack,14,NA,choudwar (m),NA,NA,1308
91,91 choudwar?cuttack,choudwar (m),choudwar (m) - ward no.4,cuttack,cuttack,14,NA,choudwar (m),NA,NA,1309
91,91 choudwar?cuttack,choudwar (m),choudwar (m) - ward no.5,cuttack,cuttack,14,NA,choudwar (m),NA,NA,1310
91,91 choudwar?cuttack,choudwar (m),choudwar (m) - ward no.6,cuttack,cuttack,14,NA,choudwar (m),NA,NA,1311
91,91 choudwar?cuttack,choudwar (m),choudwar (m) - ward no.7,cuttack,cuttack,14,NA,choudwar (m),NA,NA,1312
91,91 choudwar?cuttack,choudwar (m),choudwar (m) - ward no.8,cuttack,cuttack,14,NA,choudwar (m),NA,NA,1313
91,91 choudwar?cuttack,choudwar (m),choudwar (m) - ward no.9,cuttack,cuttack,14,NA,choudwar (m),NA,NA,1314
93,93 cuttack sadar (sc),cuttack (mc),"cuttack (m corp.) - ward no, 43",cuttack,cuttack,14,NA,NA,cuttack (mc),NA,1315
93,93 cuttack sadar (sc),cuttack (mc),"cuttack (m corp.) - ward no, 46",cuttack,cuttack,14,NA,NA,cuttack (mc),NA,1316
93,93 cuttack sadar (sc),cuttack (mc),"cuttack (m corp.) - ward no, 47",cuttack,cuttack,14,NA,NA,cuttack (mc),NA,1317
93,93 cuttack sadar (sc),cuttack (mc),"cuttack (m corp.) - ward no, 48",cuttack,cuttack,14,NA,NA,cuttack (mc),NA,1318
120,120 khandapada,khandapada (nac),khandapada (nac) - ward no.1,nayagarh,cuttack,14,khandapada (nac),NA,NA,NA,1319
120,120 khandapada,khandapada (nac),khandapada (nac) - ward no.10,nayagarh,cuttack,14,khandapada (nac),NA,NA,NA,1320
120,120 khandapada,khandapada (nac),khandapada (nac) - ward no.11,nayagarh,cuttack,14,khandapada (nac),NA,NA,NA,1321
120,120 khandapada,khandapada (nac),khandapada (nac) - ward no.12,nayagarh,cuttack,14,khandapada (nac),NA,NA,NA,1322
120,120 khandapada,khandapada (nac),khandapada (nac) - ward no.13,nayagarh,cuttack,14,khandapada (nac),NA,NA,NA,1323
120,120 khandapada,khandapada (nac),khandapada (nac) - ward no.2,nayagarh,cuttack,14,khandapada (nac),NA,NA,NA,1324
120,120 khandapada,khandapada (nac),khandapada (nac) - ward no.3,nayagarh,cuttack,14,khandapada (nac),NA,NA,NA,1325
120,120 khandapada,khandapada (nac),khandapada (nac) - ward no.4,nayagarh,cuttack,14,khandapada (nac),NA,NA,NA,1326
120,120 khandapada,khandapada (nac),khandapada (nac) - ward no.5,nayagarh,cuttack,14,khandapada (nac),NA,NA,NA,1327
120,120 khandapada,khandapada (nac),khandapada (nac) - ward no.6,nayagarh,cuttack,14,khandapada (nac),NA,NA,NA,1328
120,120 khandapada,khandapada (nac),khandapada (nac) - ward no.7,nayagarh,cuttack,14,khandapada (nac),NA,NA,NA,1329
120,120 khandapada,khandapada (nac),khandapada (nac) - ward no.8,nayagarh,cuttack,14,khandapada (nac),NA,NA,NA,1330
120,120 khandapada,khandapada (nac),khandapada (nac) - ward no.9,nayagarh,cuttack,14,khandapada (nac),NA,NA,NA,1331
97,97 kendrapara (sc),kendrapara (m),kendrapara (m) - ward no.1,kendrapara,kendrapara,15,NA,kendrapara (m),NA,NA,1332
97,97 kendrapara (sc),kendrapara (m),kendrapara (m) - ward no.10,kendrapara,kendrapara,15,NA,kendrapara (m),NA,NA,1333
97,97 kendrapara (sc),kendrapara (m),kendrapara (m) - ward no.11,kendrapara,kendrapara,15,NA,kendrapara (m),NA,NA,1334
97,97 kendrapara (sc),kendrapara (m),kendrapara (m) - ward no.12,kendrapara,kendrapara,15,NA,kendrapara (m),NA,NA,1335
97,97 kendrapara (sc),kendrapara (m),kendrapara (m) - ward no.13,kendrapara,kendrapara,15,NA,kendrapara (m),NA,NA,1336
97,97 kendrapara (sc),kendrapara (m),kendrapara (m) - ward no.14,kendrapara,kendrapara,15,NA,kendrapara (m),NA,NA,1337
97,97 kendrapara (sc),kendrapara (m),kendrapara (m) - ward no.15,kendrapara,kendrapara,15,NA,kendrapara (m),NA,NA,1338
97,97 kendrapara (sc),kendrapara (m),kendrapara (m) - ward no.16,kendrapara,kendrapara,15,NA,kendrapara (m),NA,NA,1339
97,97 kendrapara (sc),kendrapara (m),kendrapara (m) - ward no.17,kendrapara,kendrapara,15,NA,kendrapara (m),NA,NA,1340
97,97 kendrapara (sc),kendrapara (m),kendrapara (m) - ward no.18,kendrapara,kendrapara,15,NA,kendrapara (m),NA,NA,1341
97,97 kendrapara (sc),kendrapara (m),kendrapara (m) - ward no.19,kendrapara,kendrapara,15,NA,kendrapara (m),NA,NA,1342
97,97 kendrapara (sc),kendrapara (m),kendrapara (m) - ward no.2,kendrapara,kendrapara,15,NA,kendrapara (m),NA,NA,1343
97,97 kendrapara (sc),kendrapara (m),kendrapara (m) - ward no.20,kendrapara,kendrapara,15,NA,kendrapara (m),NA,NA,1344
97,97 kendrapara (sc),kendrapara (m),kendrapara (m) - ward no.21,kendrapara,kendrapara,15,NA,kendrapara (m),NA,NA,1345
97,97 kendrapara (sc),kendrapara (m),kendrapara (m) - ward no.3,kendrapara,kendrapara,15,NA,kendrapara (m),NA,NA,1346
97,97 kendrapara (sc),kendrapara (m),kendrapara (m) - ward no.4,kendrapara,kendrapara,15,NA,kendrapara (m),NA,NA,1347
97,97 kendrapara (sc),kendrapara (m),kendrapara (m) - ward no.5,kendrapara,kendrapara,15,NA,kendrapara (m),NA,NA,1348
97,97 kendrapara (sc),kendrapara (m),kendrapara (m) - ward no.6,kendrapara,kendrapara,15,NA,kendrapara (m),NA,NA,1349
97,97 kendrapara (sc),kendrapara (m),kendrapara (m) - ward no.7,kendrapara,kendrapara,15,NA,kendrapara (m),NA,NA,1350
97,97 kendrapara (sc),kendrapara (m),kendrapara (m) - ward no.8,kendrapara,kendrapara,15,NA,kendrapara (m),NA,NA,1351
97,97 kendrapara (sc),kendrapara (m),kendrapara (m) - ward no.9,kendrapara,kendrapara,15,NA,kendrapara (m),NA,NA,1352
99,99 rajanagar,pattamundai (nac),pattamundai (m) - ward no.1,kendrapara,kendrapara,15,pattamundai (nac),NA,NA,NA,1353
99,99 rajanagar,pattamundai (nac),pattamundai (m) - ward no.10,kendrapara,kendrapara,15,pattamundai (nac),NA,NA,NA,1354
99,99 rajanagar,pattamundai (nac),pattamundai (m) - ward no.11,kendrapara,kendrapara,15,pattamundai (nac),NA,NA,NA,1355
99,99 rajanagar,pattamundai (nac),pattamundai (m) - ward no.12,kendrapara,kendrapara,15,pattamundai (nac),NA,NA,NA,1356
99,99 rajanagar,pattamundai (nac),pattamundai (m) - ward no.13,kendrapara,kendrapara,15,pattamundai (nac),NA,NA,NA,1357
99,99 rajanagar,pattamundai (nac),pattamundai (m) - ward no.14,kendrapara,kendrapara,15,pattamundai (nac),NA,NA,NA,1358
99,99 rajanagar,pattamundai (nac),pattamundai (m) - ward no.15,kendrapara,kendrapara,15,pattamundai (nac),NA,NA,NA,1359
99,99 rajanagar,pattamundai (nac),pattamundai (m) - ward no.16,kendrapara,kendrapara,15,pattamundai (nac),NA,NA,NA,1360
99,99 rajanagar,pattamundai (nac),pattamundai (m) - ward no.17,kendrapara,kendrapara,15,pattamundai (nac),NA,NA,NA,1361
99,99 rajanagar,pattamundai (nac),pattamundai (m) - ward no.18,kendrapara,kendrapara,15,pattamundai (nac),NA,NA,NA,1362
99,99 rajanagar,pattamundai (nac),pattamundai (m) - ward no.19,kendrapara,kendrapara,15,pattamundai (nac),NA,NA,NA,1363
99,99 rajanagar,pattamundai (nac),pattamundai (m) - ward no.2,kendrapara,kendrapara,15,pattamundai (nac),NA,NA,NA,1364
99,99 rajanagar,pattamundai (nac),pattamundai (m) - ward no.20,kendrapara,kendrapara,15,pattamundai (nac),NA,NA,NA,1365
99,99 rajanagar,pattamundai (nac),pattamundai (m) - ward no.3,kendrapara,kendrapara,15,pattamundai (nac),NA,NA,NA,1366
99,99 rajanagar,pattamundai (nac),pattamundai (m) - ward no.4,kendrapara,kendrapara,15,pattamundai (nac),NA,NA,NA,1367
99,99 rajanagar,pattamundai (nac),pattamundai (m) - ward no.5,kendrapara,kendrapara,15,pattamundai (nac),NA,NA,NA,1368
99,99 rajanagar,pattamundai (nac),pattamundai (m) - ward no.6,kendrapara,kendrapara,15,pattamundai (nac),NA,NA,NA,1369
99,99 rajanagar,pattamundai (nac),pattamundai (m) - ward no.7,kendrapara,kendrapara,15,pattamundai (nac),NA,NA,NA,1370
99,99 rajanagar,pattamundai (nac),pattamundai (m) - ward no.8,kendrapara,kendrapara,15,pattamundai (nac),NA,NA,NA,1371
99,99 rajanagar,pattamundai (nac),pattamundai (m )- ward no.9,kendrapara,kendrapara,15,pattamundai (nac),NA,NA,NA,1372
101,101 paradeep,paradeep (m),paradeep (m) - ward no. 1,jagatsingapur,jagatsinghpur (sc),16,NA,paradeep (m),NA,NA,1373
101,101 paradeep,paradeep (m),paradeep (m) - ward no. 10,jagatsingapur,jagatsinghpur (sc),16,NA,paradeep (m),NA,NA,1374
101,101 paradeep,paradeep (m),paradeep (m) - ward no. 11,jagatsingapur,jagatsinghpur (sc),16,NA,paradeep (m),NA,NA,1375
101,101 paradeep,paradeep (m),paradeep (m) - ward no. 12,jagatsingapur,jagatsinghpur (sc),16,NA,paradeep (m),NA,NA,1376
101,101 paradeep,paradeep (m),paradeep (m) - ward no. 13,jagatsingapur,jagatsinghpur (sc),16,NA,paradeep (m),NA,NA,1377
101,101 paradeep,paradeep (m),paradeep (m) - ward no. 14,jagatsingapur,jagatsinghpur (sc),16,NA,paradeep (m),NA,NA,1378
101,101 paradeep,paradeep (m),paradeep (m) - ward no. 15,jagatsingapur,jagatsinghpur (sc),16,NA,paradeep (m),NA,NA,1379
101,101 paradeep,paradeep (m),paradeep (m) - ward no. 16,jagatsingapur,jagatsinghpur (sc),16,NA,paradeep (m),NA,NA,1380
101,101 paradeep,paradeep (m),paradeep (m) - ward no. 17,jagatsingapur,jagatsinghpur (sc),16,NA,paradeep (m),NA,NA,1381
101,101 paradeep,paradeep (m),paradeep (m) - ward no. 18,jagatsingapur,jagatsinghpur (sc),16,NA,paradeep (m),NA,NA,1382
101,101 paradeep,paradeep (m),paradeep (m) - ward no. 19,jagatsingapur,jagatsinghpur (sc),16,NA,paradeep (m),NA,NA,1383
101,101 paradeep,paradeep (m),paradeep (m) - ward no. 2,jagatsingapur,jagatsinghpur (sc),16,NA,paradeep (m),NA,NA,1384
101,101 paradeep,paradeep (m),paradeep (m) - ward no. 3,jagatsingapur,jagatsinghpur (sc),16,NA,paradeep (m),NA,NA,1385
101,101 paradeep,paradeep (m),paradeep (m) - ward no. 4,jagatsingapur,jagatsinghpur (sc),16,NA,paradeep (m),NA,NA,1386
101,101 paradeep,paradeep (m),paradeep (m) - ward no. 5,jagatsingapur,jagatsinghpur (sc),16,NA,paradeep (m),NA,NA,1387
101,101 paradeep,paradeep (m),paradeep (m) - ward no. 6,jagatsingapur,jagatsinghpur (sc),16,NA,paradeep (m),NA,NA,1388
101,101 paradeep,paradeep (m),paradeep (m) - ward no. 7,jagatsingapur,jagatsinghpur (sc),16,NA,paradeep (m),NA,NA,1389
101,101 paradeep,paradeep (m),paradeep (m) - ward no. 8,jagatsingapur,jagatsinghpur (sc),16,NA,paradeep (m),NA,NA,1390
101,101 paradeep,paradeep (m),paradeep (m) - ward no. 9,jagatsingapur,jagatsinghpur (sc),16,NA,paradeep (m),NA,NA,1391
104,104 jagatsinghpur,jagatsinghpur (m),jagatsinghpur (m) - ward no. 1,jagatsingapur,jagatsinghpur (sc),16,NA,jagatsinghpur (m),NA,NA,1392
104,104 jagatsinghpur,jagatsinghpur (m),jagatsinghpur (m) - ward no. 10,jagatsingapur,jagatsinghpur (sc),16,NA,jagatsinghpur (m),NA,NA,1393
104,104 jagatsinghpur,jagatsinghpur (m),jagatsinghpur (m) - ward no. 11,jagatsingapur,jagatsinghpur (sc),16,NA,jagatsinghpur (m),NA,NA,1394
104,104 jagatsinghpur,jagatsinghpur (m),jagatsinghpur (m) - ward no. 12,jagatsingapur,jagatsinghpur (sc),16,NA,jagatsinghpur (m),NA,NA,1395
104,104 jagatsinghpur,jagatsinghpur (m),jagatsinghpur (m) - ward no. 13,jagatsingapur,jagatsinghpur (sc),16,NA,jagatsinghpur (m),NA,NA,1396
104,104 jagatsinghpur,jagatsinghpur (m),jagatsinghpur (m) - ward no. 14,jagatsingapur,jagatsinghpur (sc),16,NA,jagatsinghpur (m),NA,NA,1397
104,104 jagatsinghpur,jagatsinghpur (m),jagatsinghpur (m) - ward no. 15,jagatsingapur,jagatsinghpur (sc),16,NA,jagatsinghpur (m),NA,NA,1398
104,104 jagatsinghpur,jagatsinghpur (m),jagatsinghpur (m) - ward no. 16,jagatsingapur,jagatsinghpur (sc),16,NA,jagatsinghpur (m),NA,NA,1399
104,104 jagatsinghpur,jagatsinghpur (m),jagatsinghpur (m) - ward no. 17,jagatsingapur,jagatsinghpur (sc),16,NA,jagatsinghpur (m),NA,NA,1400
104,104 jagatsinghpur,jagatsinghpur (m),jagatsinghpur (m) - ward no. 18,jagatsingapur,jagatsinghpur (sc),16,NA,jagatsinghpur (m),NA,NA,1401
104,104 jagatsinghpur,jagatsinghpur (m),jagatsinghpur (m) - ward no. 19,jagatsingapur,jagatsinghpur (sc),16,NA,jagatsinghpur (m),NA,NA,1402
104,104 jagatsinghpur,jagatsinghpur (m),jagatsinghpur (m) - ward no. 2,jagatsingapur,jagatsinghpur (sc),16,NA,jagatsinghpur (m),NA,NA,1403
104,104 jagatsinghpur,jagatsinghpur (m),jagatsinghpur (m) - ward no. 20,jagatsingapur,jagatsinghpur (sc),16,NA,jagatsinghpur (m),NA,NA,1404
104,104 jagatsinghpur,jagatsinghpur (m),jagatsinghpur (m) - ward no. 21,jagatsingapur,jagatsinghpur (sc),16,NA,jagatsinghpur (m),NA,NA,1405
104,104 jagatsinghpur,jagatsinghpur (m),jagatsinghpur (m) - ward no. 3,jagatsingapur,jagatsinghpur (sc),16,NA,jagatsinghpur (m),NA,NA,1406
104,104 jagatsinghpur,jagatsinghpur (m),jagatsinghpur (m) - ward no. 4,jagatsingapur,jagatsinghpur (sc),16,NA,jagatsinghpur (m),NA,NA,1407
104,104 jagatsinghpur,jagatsinghpur (m),jagatsinghpur (m) - ward no. 5,jagatsingapur,jagatsinghpur (sc),16,NA,jagatsinghpur (m),NA,NA,1408
104,104 jagatsinghpur,jagatsinghpur (m),jagatsinghpur (m) - ward no. 6,jagatsingapur,jagatsinghpur (sc),16,NA,jagatsinghpur (m),NA,NA,1409
104,104 jagatsinghpur,jagatsinghpur (m),jagatsinghpur (m) - ward no. 7,jagatsingapur,jagatsinghpur (sc),16,NA,jagatsinghpur (m),NA,NA,1410
104,104 jagatsinghpur,jagatsinghpur (m),jagatsinghpur (m) - ward no. 8,jagatsingapur,jagatsinghpur (sc),16,NA,jagatsinghpur (m),NA,NA,1411
104,104 jagatsinghpur,jagatsinghpur (m),jagatsinghpur (m) - ward no. 9,jagatsingapur,jagatsinghpur (sc),16,NA,jagatsinghpur (m),NA,NA,1412
105,105 kakatpur (sc),konark (nac),konark (nac) - ward no.1,puri,jagatsinghpur (sc),16,konark (nac),NA,NA,NA,1413
105,105 kakatpur (sc),konark (nac),konark (nac) - ward no.10,puri,jagatsinghpur (sc),16,konark (nac),NA,NA,NA,1414
105,105 kakatpur (sc),konark (nac),konark (nac) - ward no.11,puri,jagatsinghpur (sc),16,konark (nac),NA,NA,NA,1415
105,105 kakatpur (sc),konark (nac),konark (nac) - ward no.12,puri,jagatsinghpur (sc),16,konark (nac),NA,NA,NA,1416
105,105 kakatpur (sc),konark (nac),konark (nac) - ward no.13,puri,jagatsinghpur (sc),16,konark (nac),NA,NA,NA,1417
105,105 kakatpur (sc),konark (nac),konark (nac) - ward no.2,puri,jagatsinghpur (sc),16,konark (nac),NA,NA,NA,1418
105,105 kakatpur (sc),konark (nac),konark (nac) - ward no.3,puri,jagatsinghpur (sc),16,konark (nac),NA,NA,NA,1419
105,105 kakatpur (sc),konark (nac),konark (nac) - ward no.4,puri,jagatsinghpur (sc),16,konark (nac),NA,NA,NA,1420
105,105 kakatpur (sc),konark (nac),konark (nac) - ward no.5,puri,jagatsinghpur (sc),16,konark (nac),NA,NA,NA,1421
105,105 kakatpur (sc),konark (nac),konark (nac) - ward no.6,puri,jagatsinghpur (sc),16,konark (nac),NA,NA,NA,1422
105,105 kakatpur (sc),konark (nac),konark (nac) - ward no.7,puri,jagatsinghpur (sc),16,konark (nac),NA,NA,NA,1423
105,105 kakatpur (sc),konark (nac),konark (nac) - ward no.8,puri,jagatsinghpur (sc),16,konark (nac),NA,NA,NA,1424
105,105 kakatpur (sc),konark (nac),konark (nac) - ward no.9,puri,jagatsinghpur (sc),16,konark (nac),NA,NA,NA,1425
106,106 nimapara,nimapara (nac),nimapada (nac) - ward no.1,puri,jagatsinghpur (sc),16,nimapara (nac),NA,NA,NA,1426
106,106 nimapara,nimapara (nac),nimapada (nac) - ward no.10,puri,jagatsinghpur (sc),16,nimapara (nac),NA,NA,NA,1427
106,106 nimapara,nimapara (nac),nimapada (nac) - ward no.11,puri,jagatsinghpur (sc),16,nimapara (nac),NA,NA,NA,1428
106,106 nimapara,nimapara (nac),nimapada (nac) - ward no.2,puri,jagatsinghpur (sc),16,nimapara (nac),NA,NA,NA,1429
106,106 nimapara,nimapara (nac),nimapada (nac) - ward no.3,puri,jagatsinghpur (sc),16,nimapara (nac),NA,NA,NA,1430
106,106 nimapara,nimapara (nac),nimapada (nac) - ward no.4,puri,jagatsinghpur (sc),16,nimapara (nac),NA,NA,NA,1431
106,106 nimapara,nimapara (nac),nimapada (nac) - ward no.5,puri,jagatsinghpur (sc),16,nimapara (nac),NA,NA,NA,1432
106,106 nimapara,nimapara (nac),nimapada (nac) - ward no.6,puri,jagatsinghpur (sc),16,nimapara (nac),NA,NA,NA,1433
106,106 nimapara,nimapara (nac),nimapada (nac) - ward no.7,puri,jagatsinghpur (sc),16,nimapara (nac),NA,NA,NA,1434
106,106 nimapara,nimapara (nac),nimapada (nac) - ward no.8,puri,jagatsinghpur (sc),16,nimapara (nac),NA,NA,NA,1435
106,106 nimapara,nimapara (nac),nimapada (nac) - ward no.9,puri,jagatsinghpur (sc),16,nimapara (nac),NA,NA,NA,1436
107,107 puri,puri (m),puri (m) - ward no.1,puri,puri,17,NA,puri (m),NA,NA,1437
107,107 puri,puri (m),puri (m) - ward no.10,puri,puri,17,NA,puri (m),NA,NA,1438
107,107 puri,puri (m),puri (m) - ward no.11,puri,puri,17,NA,puri (m),NA,NA,1439
107,107 puri,puri (m),puri (m) - ward no.12,puri,puri,17,NA,puri (m),NA,NA,1440
107,107 puri,puri (m),puri (m) - ward no.13,puri,puri,17,NA,puri (m),NA,NA,1441
107,107 puri,puri (m),puri (m) - ward no.14,puri,puri,17,NA,puri (m),NA,NA,1442
107,107 puri,puri (m),puri (m) - ward no.15,puri,puri,17,NA,puri (m),NA,NA,1443
107,107 puri,puri (m),puri (m) - ward no.16,puri,puri,17,NA,puri (m),NA,NA,1444
107,107 puri,puri (m),puri (m) - ward no.17,puri,puri,17,NA,puri (m),NA,NA,1445
107,107 puri,puri (m),puri (m) - ward no.18,puri,puri,17,NA,puri (m),NA,NA,1446
107,107 puri,puri (m),puri (m) - ward no.19,puri,puri,17,NA,puri (m),NA,NA,1447
107,107 puri,puri (m),puri (m) - ward no.2,puri,puri,17,NA,puri (m),NA,NA,1448
107,107 puri,puri (m),puri (m) - ward no.20,puri,puri,17,NA,puri (m),NA,NA,1449
107,107 puri,puri (m),puri (m) - ward no.21,puri,puri,17,NA,puri (m),NA,NA,1450
107,107 puri,puri (m),puri (m) - ward no.22,puri,puri,17,NA,puri (m),NA,NA,1451
107,107 puri,puri (m),puri (m) - ward no.23,puri,puri,17,NA,puri (m),NA,NA,1452
107,107 puri,puri (m),puri (m) - ward no.24,puri,puri,17,NA,puri (m),NA,NA,1453
107,107 puri,puri (m),puri (m) - ward no.25,puri,puri,17,NA,puri (m),NA,NA,1454
107,107 puri,puri (m),puri (m) - ward no.26,puri,puri,17,NA,puri (m),NA,NA,1455
107,107 puri,puri (m),puri (m) - ward no.27,puri,puri,17,NA,puri (m),NA,NA,1456
107,107 puri,puri (m),puri (m) - ward no.28,puri,puri,17,NA,puri (m),NA,NA,1457
107,107 puri,puri (m),puri (m) - ward no.29,puri,puri,17,NA,puri (m),NA,NA,1458
107,107 puri,puri (m),puri (m) - ward no.3,puri,puri,17,NA,puri (m),NA,NA,1459
107,107 puri,puri (m),puri (m) - ward no.30,puri,puri,17,NA,puri (m),NA,NA,1460
107,107 puri,puri (m),puri (m) - ward no.31,puri,puri,17,NA,puri (m),NA,NA,1461
107,107 puri,puri (m),puri (m) - ward no.32,puri,puri,17,NA,puri (m),NA,NA,1462
107,107 puri,puri (m),puri (m) - ward no.4,puri,puri,17,NA,puri (m),NA,NA,1463
107,107 puri,puri (m),puri (m) - ward no.5,puri,puri,17,NA,puri (m),NA,NA,1464
107,107 puri,puri (m),puri (m) - ward no.6,puri,puri,17,NA,puri (m),NA,NA,1465
107,107 puri,puri (m),puri (m) - ward no.7,puri,puri,17,NA,puri (m),NA,NA,1466
107,107 puri,puri (m),puri (m) - ward no.8,puri,puri,17,NA,puri (m),NA,NA,1467
107,107 puri,puri (m),puri (m) - ward no.9,puri,puri,17,NA,puri (m),NA,NA,1468
110,110 pipili,pipili (nac),pipili (nac) - ward no.1,puri,puri,17,pipili (nac),NA,NA,NA,1469
110,110 pipili,pipili (nac),pipili (nac) - ward no.10,puri,puri,17,pipili (nac),NA,NA,NA,1470
110,110 pipili,pipili (nac),pipili (nac) - ward no.11,puri,puri,17,pipili (nac),NA,NA,NA,1471
110,110 pipili,pipili (nac),pipili (nac) - ward no.12,puri,puri,17,pipili (nac),NA,NA,NA,1472
110,110 pipili,pipili (nac),pipili (nac) - ward no.13,puri,puri,17,pipili (nac),NA,NA,NA,1473
110,110 pipili,pipili (nac),pipili (nac) - ward no.14,puri,puri,17,pipili (nac),NA,NA,NA,1474
110,110 pipili,pipili (nac),pipili (nac) - ward no.15,puri,puri,17,pipili (nac),NA,NA,NA,1475
110,110 pipili,pipili (nac),pipili (nac) - ward no.16,puri,puri,17,pipili (nac),NA,NA,NA,1476
110,110 pipili,pipili (nac),pipili (nac) - ward no.2,puri,puri,17,pipili (nac),NA,NA,NA,1477
110,110 pipili,pipili (nac),pipili (nac) - ward no.3,puri,puri,17,pipili (nac),NA,NA,NA,1478
110,110 pipili,pipili (nac),pipili (nac) - ward no.4,puri,puri,17,pipili (nac),NA,NA,NA,1479
110,110 pipili,pipili (nac),pipili (nac) - ward no.5,puri,puri,17,pipili (nac),NA,NA,NA,1480
110,110 pipili,pipili (nac),pipili (nac) - ward no.6,puri,puri,17,pipili (nac),NA,NA,NA,1481
110,110 pipili,pipili (nac),pipili (nac) - ward no.7,puri,puri,17,pipili (nac),NA,NA,NA,1482
110,110 pipili,pipili (nac),pipili (nac) - ward no.8,puri,puri,17,pipili (nac),NA,NA,NA,1483
110,110 pipili,pipili (nac),pipili (nac) - ward no.9,puri,puri,17,pipili (nac),NA,NA,NA,1484
